ID,NAME,ADDR,X,Y,,CO_NAME,,TO_NAME,,MF,STU_CNT,AB_STU_CNT,,AB1_STU_CNT,AB2_STU_CNT,AB3_STU_CNT,AB4_STU_CNT,AB5_STU_CNT,AB6_STU_CNT,AB7_STU_CNT,AB8_STU_CNT,AB9_STU_CNT,AB10_STU_CNT,AB11_STU_CNT,AB12_STU_CNT,AB13_STU_CNT,AB14_STU_CNT,AB15_STU_CNT,AB16_STU_CNT,AB17_STU_CNT,INFO_TIME
134729,縣立滿州國小,[947]屏東縣滿州鄉滿州村中山路39號,233286.05,2435822.61,"22.020382,120.838101",[13]屏東縣,30,滿州鄉,3,平,72,24,33.33%,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134730,縣立長樂國小,[947]屏東縣滿州鄉長樂村大公路35號,232317.05,2441929.38,"22.075527,120.828649",[13]屏東縣,30,滿州鄉,3,平,43,33,76.74%,1,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134731,縣立永港國小,[947]屏東縣滿州鄉永靖村新庄路25號,231144.61,2434197.1,"22.005679,120.817377",[13]屏東縣,30,滿州鄉,3,平,43,5,11.63%,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134737,縣立地磨兒國小,[901]屏東縣三地門鄉三地村行政街9號,214509.72,2512755.33,"22.714903,120.654518",[13]屏東縣,30,三地門鄉,5,山,147,147,100.00%,0,0,121,5,0,0,21,0,0,0,0,0,0,0,0,0,0,110Y
134740,縣立青山國小,[901]屏東縣三地門鄉青山村民族巷9號,213186.31,2524076.29,"22.817112,120.641368",[13]屏東縣,30,三地門鄉,5,山,52,51,98.08%,0,0,45,2,0,0,4,0,0,0,0,0,0,0,0,0,0,110Y
134741,縣立青葉國小,[901]屏東縣三地門鄉青葉村光復巷1之2號,212978.464,2526420.78,"22.83828,120.639288",[13]屏東縣,30,三地門鄉,5,山,38,35,92.11%,4,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,110Y
134742,縣立口社國小,[901]屏東縣三地門鄉口社村信義巷65號,213527.16,2518896.79,"22.770344,120.64481",[13]屏東縣,30,三地門鄉,5,山,56,53,94.64%,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134744,縣立佳義國小,[903]屏東縣瑪家鄉佳義村泰平巷12號,212052.51,2505918.17,"22.653103,120.630764",[13]屏東縣,30,瑪家鄉,3,山,162,158,97.53%,0,1,147,0,1,0,9,0,0,0,0,0,0,0,0,0,0,110Y
134746,縣立北葉國小,[903]屏東縣瑪家鄉北葉村風景巷1-22號,213685.58,2511847.64,"22.706688,120.646516",[13]屏東縣,30,瑪家鄉,3,山,116,109,93.97%,3,1,94,0,0,0,11,0,0,0,0,0,0,0,0,0,0,110Y
134748,縣立霧臺國小,[902]屏東縣霧臺鄉霧臺村中山巷45號,222405.45,2516098.76,"22.745244,120.731319",[13]屏東縣,30,霧臺鄉,1,山,102,102,100.00%,0,0,23,0,1,0,77,0,0,0,0,0,0,1,0,0,0,110Y
134751,縣立武潭國小,[921]屏東縣泰武鄉武潭村潭中巷45號,212412.3,2497643.79,"22.578386,120.634462",[13]屏東縣,30,泰武鄉,3,山,157,155,98.73%,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134752,縣立泰武國小,[921]屏東縣泰武鄉泰武村阿夫魯岸路1號,209989.08,2500664.77,"22.605613,120.61082",[13]屏東縣,30,泰武鄉,3,山,107,103,96.26%,1,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134753,縣立萬安國小,[921]屏東縣泰武鄉萬安村萬安路1號,212793,2503000.008,"22.626766,120.638038",[13]屏東縣,30,泰武鄉,3,山,87,87,100.00%,0,0,85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,110Y
134754,縣立來義國小,[922]屏東縣來義鄉丹林村古義路2號,213923.37,2492055.25,"22.527948,120.649284",[13]屏東縣,30,來義鄉,5,山,110,109,99.09%,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134755,縣立望嘉國小,[922]屏東縣來義鄉望嘉村165號,211204.49,2484850.42,"22.46282,120.62303",[13]屏東縣,30,來義鄉,5,山,57,55,96.49%,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134756,縣立文樂國小,[922]屏東縣來義鄉文樂村新樂路1號,211264,2488190.008,"22.492982,120.623526",[13]屏東縣,30,來義鄉,5,山,58,53,91.38%,4,2,43,2,0,0,1,0,0,0,0,1,0,0,0,0,0,110Y
134757,縣立南和國小,[922]屏東縣來義鄉南和村51號,213214.77,2481924.74,"22.436443,120.642631",[13]屏東縣,30,來義鄉,5,山,70,69,98.57%,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134758,縣立古樓國小,[922]屏東縣來義鄉古樓村育英路2號,211518.62,2492019.15,"22.527569,120.625908",[13]屏東縣,30,來義鄉,5,山,44,44,100.00%,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134759,縣立春日國小,[942]屏東縣春日鄉春日村春日路314號,211589.42,2474604.1,"22.370293,120.627017",[13]屏東縣,30,春日鄉,3,山,80,77,96.25%,3,0,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110Y
134760,縣立力里國小,[942]屏東縣春日鄉七佳村自強一路92號,211813.52,2480955.68,"22.42766,120.629041",[13]屏東縣,30,春日鄉,3,山,104,102,98.08%,3,0,95,2,0,0,2,0,0,0,0,0,0,0,0,0,0,110Y
134761,縣立古華國小,[942]屏東縣春日鄉古華村古華路3巷63號,211481.3,2473579.26,"22.361034,120.625992",[13]屏東縣,30,春日鄉,3,山,60,60,100.00%,0,1,57,0,0,0,2,0,0,0,0,0,0,0,0,0,0,110Y
134762,縣立楓林國小,[943]屏東縣獅子鄉楓林村楓林2巷22-2號,219564.65,2455959.45,"22.202065,120.704813",[13]屏東縣,30,獅子鄉,4,山,32,30,93.75%,0,2,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,110Y
134763,縣立丹路國小,[943]屏東縣獅子鄉丹路村丹路1巷39號,224375.632,2456093.414,"22.203353,120.751471",[13]屏東縣,30,獅子鄉,4,山,40,39,97.50%,0,0,35,1,1,0,2,0,0,0,0,0,0,0,0,0,0,110Y
134764,縣立內獅國小,[943]屏東縣獅子鄉內獅村1號,213525.89,2466564.74,"22.297729,120.646004",[13]屏東縣,30,獅子鄉,4,山,72,72,100.00%,0,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134765,縣立草埔國小,[943]屏東縣獅子鄉草埔村1巷5號,229715,2459560.008,"22.234732,120.803213",[13]屏東縣,30,獅子鄉,4,山,25,25,100.00%,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134766,縣立石門國小,[945]屏東縣牡丹鄉石門村石門路33號,226532.77,2447504.3,"22.12581,120.772518",[13]屏東縣,30,牡丹鄉,3,山,82,81,98.78%,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134768,縣立高士國小,[945]屏東縣牡丹鄉高士村高士路29號,234214.81,2447379.65,"22.124771,120.846985",[13]屏東縣,30,牡丹鄉,3,山,51,50,98.04%,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134769,縣立牡丹國小,[945]屏東縣牡丹鄉牡丹村牡丹路93號,233261.16,2453123.33,"22.176637,120.837682",[13]屏東縣,30,牡丹鄉,3,山,58,58,100.00%,8,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110Y
134784,縣立賽嘉國小,[901]屏東縣三地門鄉賽嘉村2號,213007,2515980.008,"22.743992,120.639813",[13]屏東縣,30,三地門鄉,5,山,42,42,100.00%,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
134787,縣立長榮百合國小,[903]屏東縣瑪家鄉瑪家村和平路一段65號,213301.56,2510942.2,"22.698503,120.642799",[13]屏東縣,30,瑪家鄉,3,山,109,100,91.74%,0,2,78,0,0,0,20,0,0,0,0,0,0,0,0,0,0,110Y
84687,縣立魚池國小,[555]南投縣魚池鄉魚池村瓊文巷41號,243616.91,2643833.81,"23.898952,120.937311",[08]南投縣,36,魚池鄉,7,平,175,7,4.00%,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84688,縣立頭社國小,[555]南投縣魚池鄉頭社村平和巷105號,240084.66,2637009.96,"23.837316,120.902666",[08]南投縣,36,魚池鄉,7,平,26,1,3.85%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84689,縣立東光國小,[555]南投縣魚池鄉東光村慶隆巷36號,246608.74,2642893.06,"23.890466,120.966696",[08]南投縣,36,魚池鄉,7,平,42,5,11.90%,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,110Y
84690,縣立五城國小,[555]南投縣魚池鄉五城村華龍巷1之2號,238711.75,2642944.7,"23.890896,120.889143",[08]南投縣,36,魚池鄉,7,平,30,1,3.33%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110Y
84693,縣立新城國小,[555]南投縣魚池鄉新城村通文巷7之1號,242287.46,2644414.63,"23.904191,120.924251",[08]南投縣,36,魚池鄉,7,平,110,7,6.36%,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84694,縣立伊達邵國小,[555]南投縣魚池鄉日月村中正路211巷1號,243426.93,2638250.41,"23.848534,120.93547",[08]南投縣,36,魚池鄉,7,平,29,10,34.48%,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,110Y
84695,縣立共和國小,[555]南投縣魚池鄉共和村五馬巷57之1號,246565.18,2646076.77,"23.919214,120.966261",[08]南投縣,36,魚池鄉,7,平,32,2,6.25%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84716,縣立信義國小,[556]南投縣信義鄉明德村玉山路24號,235186.61,2621578.28,"23.697933,120.854739",[08]南投縣,36,信義鄉,14,山,46,37,80.43%,2,0,2,32,0,0,0,0,0,0,0,0,0,1,0,0,0,110Y
84717,縣立羅娜國小,[556]南投縣信義鄉羅娜村1鄰信筆巷73號,236745.06,2613869.68,"23.628338,120.87009",[08]南投縣,36,信義鄉,14,山,91,88,96.70%,3,1,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,110Y
84718,縣立同富國小,[556]南投縣信義鄉同富村同和巷4號,238547.96,2610048.64,"23.593848,120.887789",[08]南投縣,36,信義鄉,14,山,123,73,59.35%,0,0,1,69,0,3,0,0,0,0,0,0,0,0,0,0,0,110Y
84719,縣立愛國國小,[556]南投縣信義鄉愛國村愛國巷108號,234562.47,2621128.1,"23.693862,120.848623",[08]南投縣,36,信義鄉,14,山,49,5,10.20%,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84720,縣立人和國小,[556]南投縣信義鄉人和村民生巷3號,239506.08,2630634.77,"23.779746,120.897032",[08]南投縣,36,信義鄉,14,山,82,81,98.78%,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84721,縣立地利國小,[556]南投縣信義鄉地利村開信巷17號,244229.62,2632232.17,"23.794194,120.943374",[08]南投縣,36,信義鄉,14,山,65,59,90.77%,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84722,縣立東埔國小,[556]南投縣信義鄉東埔村開高巷63號,242611.731,2606547.478,"23.562256,120.927625",[08]南投縣,36,信義鄉,14,山,40,39,97.50%,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84724,縣立潭南國小,[556]南投縣信義鄉潭南村和平巷49號,243912.91,2635233.87,"23.821298,120.940253",[08]南投縣,36,信義鄉,14,山,88,87,98.86%,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84727,縣立桐林國小,[556]南投縣信義鄉同富村太平巷18號,237246.09,2606335.88,"23.560312,120.875065",[08]南投縣,36,信義鄉,14,山,34,1,2.94%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84728,縣立隆華國小,[556]南投縣信義鄉神木村民和巷65-6號,236499.28,2606678.65,"23.563401,120.867746",[08]南投縣,36,信義鄉,14,山,45,8,17.78%,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84729,縣立希娜巴嵐國小,[556]南投縣信義鄉新鄉村新鄉路80號,236679.5,2615147.11,"23.639873,120.869436",[08]南投縣,36,信義鄉,14,山,53,53,100.00%,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84730,縣立久美國小,[556]南投縣信義鄉望美村美信巷54號,238195.7,2612444.21,"23.615478,120.884319",[08]南投縣,36,信義鄉,14,山,56,55,98.21%,0,2,0,45,0,8,0,0,0,0,0,0,0,0,0,0,0,110Y
84731,縣立雙龍國小,[556]南投縣信義鄉雙龍村光復巷4號,244932.84,2631294.2,"23.785727,120.950278",[08]南投縣,36,信義鄉,14,山,46,46,100.00%,0,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84732,縣立豐丘國小,[556]南投縣信義鄉豐丘村高平巷77號,237263.4,2618514.94,"23.670289,120.87513",[08]南投縣,36,信義鄉,14,山,27,23,85.19%,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,110Y
84733,縣立仁愛國小,[546]南投縣仁愛鄉大同村山農巷5號,263554.62,2657296.75,"24.020472,121.133247",[08]南投縣,36,仁愛鄉,15,山,50,46,92.00%,3,1,0,5,0,0,0,0,0,0,0,0,0,37,0,0,0,110Y
84734,縣立親愛國小,[546]南投縣仁愛鄉親愛村高平路3號,261117.83,2651457.44,"23.967764,121.109248",[08]南投縣,36,仁愛鄉,15,山,76,67,88.16%,0,41,0,5,0,0,0,0,0,0,0,2,0,19,0,0,0,110Y
84735,縣立法治國小,[546]南投縣仁愛鄉法治村界山巷6號,254702.81,2645799.36,"23.916706,121.046193",[08]南投縣,36,仁愛鄉,15,山,69,69,100.00%,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84736,縣立德鹿谷國小,[546]南投縣仁愛鄉德鹿谷村莎都部落一巷23號,272024.437,2664594.858,"24.086275,121.216619",[08]南投縣,36,仁愛鄉,15,山,23,23,100.00%,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,110Y
84737,縣立互助國小,[546]南投縣仁愛鄉互助村中華路19號,246911.23,2662007.25,"24.06306,120.969626",[08]南投縣,36,仁愛鄉,15,山,76,75,98.68%,1,21,0,2,0,0,0,0,1,0,0,0,0,50,0,0,0,110Y
84738,縣立力行國小,[546]南投縣仁愛鄉力行村新望洋67號,269241.32,2671459.875,"24.148298,121.189337",[08]南投縣,36,仁愛鄉,15,山,23,23,100.00%,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110Y
84739,縣立南豐國小,[546]南投縣仁愛鄉南豐村楓林路3號,257998.22,2655059.21,"24.000306,121.078613",[08]南投縣,36,仁愛鄉,15,山,46,39,84.78%,1,5,0,4,0,0,0,0,0,0,0,0,0,29,0,0,0,110Y
84740,縣立中正國小,[546]南投縣仁愛鄉中正村平等巷114號,249102.95,2644463.29,"23.904648,120.99119",[08]南投縣,36,仁愛鄉,15,山,97,92,94.85%,2,4,1,82,0,0,0,0,0,0,0,2,0,1,0,0,0,110Y
84741,縣立廬山國小,[546]南投縣仁愛鄉精英村中華巷19號,268940.45,2658920.06,"24.035074,121.186213",[08]南投縣,36,仁愛鄉,15,山,56,56,100.00%,0,3,0,2,0,0,0,0,0,0,0,0,0,51,0,0,0,110Y
84742,縣立發祥國小,[546]南投縣仁愛鄉發祥村光復巷24號,266000.51,2668750.35,"24.123869,121.157417",[08]南投縣,36,仁愛鄉,15,山,19,18,94.74%,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,110Y
84743,縣立萬豐國小,[546]南投縣仁愛鄉萬豐村清華巷8號,257760.78,2649141.34,"23.946871,121.076248",[08]南投縣,36,仁愛鄉,15,山,63,62,98.41%,0,0,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,110Y
84744,縣立都達國小,[546]南投縣仁愛鄉都達村法觀路17號,269545.2,2661627.72,"24.059516,121.192195",[08]南投縣,36,仁愛鄉,15,山,42,42,100.00%,0,4,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,110Y
84745,縣立春陽國小,[546]南投縣仁愛鄉春陽村永樂巷58號,265134.591,2658137.861,"24.028052,121.148787",[08]南投縣,36,仁愛鄉,15,山,67,67,100.00%,0,4,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,110Y
84746,縣立紅葉國小,[546]南投縣仁愛鄉發祥村仁盛路70號,268009.52,2672721.86,"24.159708,121.177232",[08]南投縣,36,仁愛鄉,15,山,22,22,100.00%,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
84747,縣立清境國小,[546]南投縣仁愛鄉定遠新村24號,266129.066,2659965.473,"24.044545,121.158584",[08]南投縣,36,仁愛鄉,15,山,62,20,32.26%,0,0,1,1,1,0,1,0,0,2,1,0,0,13,0,0,0,110Y
140601,國立臺東大學附小,[950]臺東縣臺東市博愛路345號,265121.701,2517195.53,"22.755307,121.147247",[14]臺東縣,86,臺東市,21,平,1016,120,11.81%,62,1,21,13,19,0,3,0,0,0,0,1,0,0,0,0,0,110Y
144601,縣立仁愛國小,[950]臺東縣臺東市四維路一段400號,266313.83,2517423.212,"22.757352,121.158858",[14]臺東縣,86,臺東市,21,平,276,93,33.70%,49,3,18,5,12,0,1,0,4,0,0,1,0,0,0,0,0,110Y
144602,縣立復興國小,[950]臺東縣臺東市鐵花路87巷55號,265557.797,2516286.768,"22.747096,121.151484",[14]臺東縣,86,臺東市,21,平,99,30,30.30%,10,0,8,3,3,0,0,0,4,0,0,2,0,0,0,0,0,110Y
144603,縣立光明國小,[950]臺東縣臺東市中興路二段150巷29弄1號,263267.194,2518677.17,"22.768704,121.129201",[14]臺東縣,86,臺東市,21,平,120,39,32.50%,18,1,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144604,縣立寶桑國小,[950]臺東縣臺東市四維路二段23號,265523.146,2517956.964,"22.76218,121.151164",[14]臺東縣,86,臺東市,21,平,346,83,23.99%,52,0,12,6,9,0,2,0,0,0,1,1,0,0,0,0,0,110Y
144605,縣立新生國小,[950]臺東縣臺東市更生路474巷45號,264589.635,2518172.794,"22.764138,121.142075",[14]臺東縣,86,臺東市,21,平,658,242,36.78%,133,4,57,23,21,1,2,0,1,0,0,0,0,0,0,0,0,110Y
144606,縣立豐里國小,[950]臺東縣臺東市中華路三段80號,262541.956,2515176.855,"22.737098,121.122111",[14]臺東縣,86,臺東市,21,平,122,70,57.38%,59,0,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,110Y
144607,縣立豐榮國小,[950]臺東縣臺東市中華路二段154巷150號,264051.786,2516322.207,"22.74743,121.136821",[14]臺東縣,86,臺東市,21,平,400,173,43.25%,110,7,33,4,10,0,1,0,6,0,0,1,0,1,0,0,0,110Y
144608,縣立馬蘭國小,[950]臺東縣臺東市馬蘭里新社三街6號,263931.109,2518309.746,"22.76538,121.135664",[14]臺東縣,86,臺東市,21,平,512,103,20.12%,53,0,24,9,13,0,1,0,3,0,0,0,0,0,0,0,0,110Y
144609,縣立豐源國小,[950]臺東縣臺東市中華路四段392號,261126.561,2514404.211,"22.73013,121.108325",[14]臺東縣,86,臺東市,21,平,65,24,36.92%,9,0,1,2,8,0,1,0,0,0,0,3,0,0,0,0,0,110Y
144610,縣立康樂國小,[950]臺東縣臺東市山西路一段256號,262270.154,2517209.234,"22.755454,121.11948",[14]臺東縣,86,臺東市,21,平,247,83,33.60%,46,1,15,5,12,0,0,0,3,0,0,1,0,0,0,0,0,110Y
144611,縣立豐年國小,[950]臺東縣臺東市中興路三段320號,261441.713,2519016.456,"22.771781,121.111427",[14]臺東縣,86,臺東市,21,平,82,62,75.61%,29,1,7,16,5,0,1,0,3,0,0,0,0,0,0,0,0,110Y
144612,縣立卑南國小,[950]臺東縣臺東市卑南里更生北路317號,262242.114,2520131.763,"22.781848,121.11923",[14]臺東縣,86,臺東市,21,平,242,99,40.91%,61,0,9,10,16,0,0,0,1,0,0,2,0,0,0,0,0,110Y
144613,縣立岩灣國小,[950]臺東縣臺東市岩灣路50巷401弄11號,262821.203,2522797.001,"22.805913,121.124892",[14]臺東縣,86,臺東市,21,平,59,27,45.76%,18,0,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,110Y
144614,縣立南王國小,[950]臺東縣臺東市南王里更生北路726號,261738.661,2520918.89,"22.78896,121.114333",[14]臺東縣,86,臺東市,21,平,67,57,85.07%,11,1,6,4,35,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144615,縣立知本國小,[950]臺東縣臺東市知本路三段107號,255598.257,2511696.009,"22.7057,121.054493",[14]臺東縣,86,臺東市,21,平,178,100,56.18%,17,5,18,5,52,0,2,0,1,0,0,0,0,0,0,0,0,110Y
144616,縣立建和國小,[950]臺東縣臺東市青海路三段640號,255050.709,2512917.857,"22.716736,121.049167",[14]臺東縣,86,臺東市,21,平,66,43,65.15%,12,0,4,1,24,0,1,0,0,0,0,1,0,0,0,0,0,110Y
144617,縣立豐田國小,[950]臺東縣臺東市中興路四段750號,258907.49,2519350.691,"22.774815,121.086749",[14]臺東縣,86,臺東市,21,平,222,117,52.70%,45,0,25,7,31,0,8,0,0,0,0,1,0,0,0,0,0,110Y
144618,縣立富岡國小,[950]臺東縣臺東市松江路一段441號,269905.858,2521727.208,"22.796183,121.19389",[14]臺東縣,86,臺東市,21,平,44,26,59.09%,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
